turnId,code,disciplineId,userId,hourId,dayId,calendarID
4,2025.1 - IIF - S2,372,95,13,1,1
4,2025.1 - IIF - S2,372,95,14,1,1
4,2025.1 - IIF - S2,6,110,15,1,1
4,2025.1 - IIF - S2,6,110,16,1,1
4,2025.1 - IIF - S2,317,104,13,2,1
4,2025.1 - IIF - S2,326,58,14,2,1
4,2025.1 - IIF - S2,316,22,15,2,1
4,2025.1 - IIF - S2,316,22,16,2,1
4,2025.1 - IIF - S2,389,89,13,3,1
4,2025.1 - IIF - S2,389,89,14,3,1
4,2025.1 - IIF - S2,252,70,15,3,1
4,2025.1 - IIF - S2,252,70,16,3,1
4,2025.1 - IIF - S2,324,50,13,4,1
4,2025.1 - IIF - S2,324,50,14,4,1
4,2025.1 - IIF - S2,252,70,15,4,1
4,2025.1 - IIF - S2,252,70,16,4,1
4,2025.1 - IIF - S2,319,68,13,5,1
4,2025.1 - IIF - S2,323,103,15,5,1
4,2025.1 - IIF - S2,324,50,16,5,1
4,2024.1 - IIF - S4,393,110,13,1,1
4,2024.1 - IIF - S4,393,110,14,1,1
4,2024.1 - IIF - S4,340,67,15,1,1
4,2024.1 - IIF - S4,340,67,16,1,1
4,2024.1 - IIF - S4,321,38,13,2,1
4,2024.1 - IIF - S4,322,97,14,2,1
4,2024.1 - IIF - S4,324,65,15,2,1
4,2024.1 - IIF - S4,324,65,16,2,1
4,2024.1 - IIF - S4,21,70,13,3,1
4,2024.1 - IIF - S4,21,70,14,3,1
4,2024.1 - IIF - S4,393,110,15,3,1
4,2024.1 - IIF - S4,393,110,16,3,1
4,2024.1 - IIF - S4,356,87,13,4,1
4,2024.1 - IIF - S4,356,87,14,4,1
4,2024.1 - IIF - S4,392,63,15,4,1
4,2024.1 - IIF - S4,392,63,16,4,1
4,2024.1 - IIF - S4,324,65,13,5,1
4,2024.1 - IIF - S4,348,68,14,5,1
4,2024.1 - IIF - S4,21,70,15,5,1
4,2024.1 - IIF - S4,21,70,16,5,1
4,2023.1 - IIF - S6.A,372,99,13,1,1
4,2023.1 - IIF - S6.A,372,99,14,1,1
4,2023.1 - IIF - S6.A,376,38,15,1,1
4,2023.1 - IIF - S6.A,377,65,13,2,1
4,2023.1 - IIF - S6.A,377,65,14,2,1
4,2023.1 - IIF - S6.A,36,89,15,2,1
4,2023.1 - IIF - S6.A,36,89,16,2,1
4,2023.1 - IIF - S6.A,371,108,13,3,1
4,2023.1 - IIF - S6.A,36,89,15,3,1
4,2023.1 - IIF - S6.A,36,89,16,3,1
4,2023.1 - IIF - S6.A,394,70,13,4,1
4,2023.1 - IIF - S6.A,394,70,14,4,1
4,2023.1 - IIF - S6.A,376,34,15,4,1
4,2023.1 - IIF - S6.A,376,34,16,4,1
4,2023.1 - IIF - S6.A,394,70,13,5,1
4,2023.1 - IIF - S6.A,394,70,14,5,1
4,2023.1 - IIF - S6.A,376,34,15,5,1
4,2023.1 - IIF - S6.B,373,38,13,1,1
4,2023.1 - IIF - S6.B,371,108,14,1,1
4,2023.1 - IIF - S6.B,375,97,15,1,1
4,2023.1 - IIF - S6.B,394,110,13,2,1
4,2023.1 - IIF - S6.B,394,110,14,2,1
4,2023.1 - IIF - S6.B,372,99,15,2,1
4,2023.1 - IIF - S6.B,372,99,16,2,1
4,2023.1 - IIF - S6.B,378,92,13,3,1
4,2023.1 - IIF - S6.B,376,73,14,3,1
4,2023.1 - IIF - S6.B,376,73,15,3,1
4,2023.1 - IIF - S6.B,376,73,16,3,1
4,2023.1 - IIF - S6.B,36,93,13,4,1
4,2023.1 - IIF - S6.B,36,93,14,4,1
4,2023.1 - IIF - S6.B,377,50,13,5,1
4,2023.1 - IIF - S6.B,377,50,14,5,1
4,2023.1 - IIF - S6.B,36,93,15,5,1
4,2023.1 - IIF - S6.B,36,93,16,5,1
4,2025.1 - IMI - S2,357,58,13,1,1
4,2025.1 - IMI - S2,321,38,14,1,1
4,2025.1 - IMI - S2,317,104,15,1,1
4,2025.1 - IMI - S2,322,97,16,1,1
4,2025.1 - IMI - S2,123,60,13,2,1
4,2025.1 - IMI - S2,123,60,14,2,1
4,2025.1 - IMI - S2,320,27,15,2,1
4,2025.1 - IMI - S2,320,27,16,2,1
4,2025.1 - IMI - S2,310,67,13,3,1
4,2025.1 - IMI - S2,310,67,14,3,1
4,2025.1 - IMI - S2,126,100,15,3,1
4,2025.1 - IMI - S2,126,100,16,3,1
4,2025.1 - IMI - S2,324,65,13,4,1
4,2025.1 - IMI - S2,324,65,14,4,1
4,2025.1 - IMI - S2,316,22,15,4,1
4,2025.1 - IMI - S2,316,22,16,4,1
4,2025.1 - IMI - S2,323,46,13,5,1
4,2025.1 - IMI - S2,323,46,14,5,1
4,2025.1 - IMI - S2,197,52,15,5,1
4,2025.1 - IMI - S2,197,52,16,5,1
4,2024.1 - IMI - S4,398,29,13,1,1
4,2024.1 - IMI - S4,398,29,14,1,1
4,2024.1 - IMI - S4,350,38,16,1,1
4,2024.1 - IMI - S4,349,27,13,2,1
4,2024.1 - IMI - S4,349,27,14,2,1
4,2024.1 - IMI - S4,327,33,15,2,1
4,2024.1 - IMI - S4,327,33,16,2,1
4,2024.1 - IMI - S4,355,50,13,3,1
4,2024.1 - IMI - S4,355,50,14,3,1
4,2024.1 - IMI - S4,354,46,15,3,1
4,2024.1 - IMI - S4,348,68,13,4,1
4,2024.1 - IMI - S4,73,60,14,4,1
4,2024.1 - IMI - S4,354,46,15,4,1
4,2024.1 - IMI - S4,354,46,16,4,1
4,2024.1 - IMI - S4,347,69,13,5,1
4,2024.1 - IMI - S4,347,69,14,5,1
4,2024.1 - IMI - S4,356,87,15,5,1
4,2024.1 - IMI - S4,356,87,16,5,1
4,2023.1 - IMI - S6,190,48,13,1,1
4,2023.1 - IMI - S6,190,48,14,1,1
4,2023.1 - IMI - S6,404,90,15,1,1
4,2023.1 - IMI - S6,404,90,16,1,1
4,2023.1 - IMI - S6,191,20,13,2,1
4,2023.1 - IMI - S6,191,20,14,2,1
4,2023.1 - IMI - S6,375,97,15,2,1
4,2023.1 - IMI - S6,152,29,16,2,1
4,2023.1 - IMI - S6,152,29,13,3,1
4,2023.1 - IMI - S6,152,29,14,3,1
4,2023.1 - IMI - S6,378,92,15,3,1
4,2023.1 - IMI - S6,377,96,13,4,1
4,2023.1 - IMI - S6,377,96,14,4,1
4,2023.1 - IMI - S6,376,28,15,4,1
4,2023.1 - IMI - S6,371,69,16,4,1
4,2023.1 - IMI - S6,372,88,13,5,1
4,2023.1 - IMI - S6,372,88,14,5,1
4,2023.1 - IMI - S6,402,85,15,5,1
4,2023.1 - IMI - S6,402,85,16,5,1
1,2025.2 - BEM - S1,18,97,1,1,1
1,2025.2 - BEM - S1,18,97,2,1,1
1,2025.2 - BEM - S1,122,58,3,1,1
1,2025.2 - BEM - S1,122,58,4,1,1
1,2025.2 - BEM - S1,60,90,1,2,1
1,2025.2 - BEM - S1,60,90,2,2,1
1,2025.2 - BEM - S1,58,20,3,2,1
1,2025.2 - BEM - S1,58,20,4,2,1
1,2025.2 - BEM - S1,60,90,1,3,1
1,2025.2 - BEM - S1,60,90,2,3,1
1,2025.2 - BEM - S1,121,87,3,3,1
1,2025.2 - BEM - S1,121,87,4,3,1
1,2025.2 - BEM - S1,1,34,1,4,1
1,2025.2 - BEM - S1,1,34,2,4,1
1,2025.2 - BEM - S1,121,87,3,4,1
1,2025.2 - BEM - S1,121,87,4,4,1
1,2025.2 - BEM - S1,1,34,1,5,1
1,2025.2 - BEM - S1,1,34,2,5,1
1,2025.2 - BEM - S1,58,20,3,5,1
1,2025.2 - BEM - S1,58,20,4,5,1
1,2025.2 - BEM - S3,128,104,1,1,1
1,2025.2 - BEM - S3,128,104,2,1,1
1,2025.2 - BEM - S3,64,55,3,1,1
1,2025.2 - BEM - S3,64,55,4,1,1
1,2025.2 - BEM - S3,127,95,1,2,1
1,2025.2 - BEM - S3,127,95,2,2,1
1,2025.2 - BEM - S3,129,41,3,2,1
1,2025.2 - BEM - S3,129,41,4,2,1
1,2025.2 - BEM - S3,64,55,1,3,1
1,2025.2 - BEM - S3,64,55,2,3,1
1,2025.2 - BEM - S3,65,95,3,3,1
1,2025.2 - BEM - S3,65,95,4,3,1
1,2025.2 - BEM - S3,129,41,1,4,1
1,2025.2 - BEM - S3,129,41,2,4,1
1,2025.2 - BEM - S3,125,106,3,4,1
1,2025.2 - BEM - S3,125,106,4,4,1
1,2025.2 - BEM - S3,125,106,1,5,1
1,2025.2 - BEM - S3,125,106,2,5,1
1,2025.2 - BEM - S3,65,95,3,5,1
1,2025.2 - BEM - S3,65,95,4,5,1
1,2025.1 - LMT - S2,4,67,1,1,1
1,2025.1 - LMT - S2,4,67,2,1,1
1,2025.1 - LMT - S2,22,31,3,1,1
1,2025.1 - LMT - S2,22,31,4,1,1
1,2025.1 - LMT - S2,220,83,1,2,1
1,2025.1 - LMT - S2,220,83,2,2,1
1,2025.1 - LMT - S2,224,55,3,2,1
1,2025.1 - LMT - S2,224,55,4,2,1
1,2025.1 - LMT - S2,220,83,1,3,1
1,2025.1 - LMT - S2,223,107,2,3,1
1,2025.1 - LMT - S2,222,31,3,3,1
1,2025.1 - LMT - S2,222,31,4,3,1
1,2025.1 - LMT - S2,5,31,1,4,1
1,2025.1 - LMT - S2,5,31,2,4,1
1,2025.1 - LMT - S2,221,103,3,4,1
1,2025.1 - LMT - S2,221,103,4,4,1
1,2025.1 - LMT - S2,221,103,1,5,1
1,2025.1 - LMT - S2,221,103,2,5,1
1,2025.1 - LMT - S2,223,107,3,5,1
1,2025.1 - LMT - S2,223,107,4,5,1
1,2025.1 - BEE - S2,63,79,1,1,1
1,2025.1 - BEE - S2,63,79,2,1,1
1,2025.1 - BEE - S2,47,73,3,1,1
1,2025.1 - BEE - S2,47,73,4,1,1
1,2025.1 - BEE - S2,61,91,1,2,1
1,2025.1 - BEE - S2,61,91,2,2,1
1,2025.1 - BEE - S2,47,73,3,2,1
1,2025.1 - BEE - S2,47,73,4,2,1
1,2025.1 - BEE - S2,61,91,1,3,1
1,2025.1 - BEE - S2,61,91,2,3,1
1,2025.1 - BEE - S2,21,109,3,3,1
1,2025.1 - BEE - S2,21,109,4,3,1
1,2025.1 - BEE - S2,63,79,1,4,1
1,2025.1 - BEE - S2,63,79,2,4,1
1,2025.1 - BEE - S2,62,88,3,4,1
1,2025.1 - BEE - S2,62,88,4,4,1
1,2025.1 - BEE - S2,21,109,1,5,1
1,2025.1 - BEE - S2,21,109,2,5,1
1,2025.1 - BEE - S2,62,88,3,5,1
1,2025.1 - BEE - S2,62,88,4,5,1
4,2025.1 - IET - S2,310,67,17,2,1
4,2025.1 - IET - S2,310,67,18,2,1
4,2025.1 - IET - S2,321,38,19,2,1
4,2025.1 - IET - S2,123,90,20,2,1
4,2025.1 - IET - S2,323,34,17,3,1
4,2025.1 - IET - S2,323,34,18,3,1
4,2024.1 - IET - S4,177,57,17,2,1
4,2024.1 - IET - S4,177,57,18,2,1
4,2024.1 - IET - S4,340,19,19,2,1
4,2024.1 - IET - S4,340,19,20,2,1
4,2024.1 - IET - S4,414,79,17,4,1
4,2024.1 - IET - S4,414,79,18,4,1
4,2024.1 - IET - S4,348,68,19,4,1
4,2024.1 - IET - S4,356,87,17,5,1
4,2024.1 - IET - S4,356,87,18,5,1
4,2023.1 - IET - S6,422,77,17,1,1
4,2023.1 - IET - S6,422,77,18,1,1
4,2023.1 - IET - S6,382,61,19,1,1
4,2023.1 - IET - S6,383,61,20,1,1
4,2023.1 - IET - S6,375,97,17,2,1
4,2023.1 - IET - S6,376,25,18,2,1
4,2023.1 - IET - S6,383,39,17,3,1
4,2023.1 - IET - S6,383,39,18,3,1
4,2023.1 - IET - S6,371,69,19,3,1
4,2023.1 - IET - S6,377,96,17,4,1
4,2023.1 - IET - S6,377,96,18,4,1
4,2023.1 - IET - S6,378,87,19,4,1
4,2023.1 - IET - S6,441,85,29,5,1
4,2025.1 - IIF - S2,322,97,17,1,1
4,2025.1 - IIF - S2,321,38,18,1,1
4,2025.1 - IIF - S2,325,92,19,1,1
4,2025.1 - IIF - S2,325,92,20,1,1
4,2025.1 - IIF - S2,6,110,17,2,1
4,2025.1 - IIF - S2,6,110,18,2,1
4,2025.1 - IIF - S2,310,67,19,2,1
4,2025.1 - IIF - S2,310,67,20,2,1
4,2025.1 - IIF - S2,389,89,17,4,1
4,2025.1 - IIF - S2,389,89,18,4,1
4,2025.1 - IIF - S2,323,103,19,4,1
4,2025.1 - IIF - S2,323,103,20,4,1
4,2024.1 - IIF - S4,357,58,17,2,1
4,2024.1 - IIF - S4,349,27,19,2,1
4,2024.1 - IIF - S4,349,27,30,2,1
4,2024.1 - IIF - S4,354,34,17,4,1
4,2024.1 - IIF - S4,354,34,18,4,1
4,2024.1 - IIF - S4,347,69,19,4,1
4,2024.1 - IIF - S4,347,69,20,4,1
4,2024.1 - IIF - S4,392,63,17,5,1
4,2024.1 - IIF - S4,392,63,18,5,1
4,2024.1 - IIF - S4,354,34,19,5,1
4,2023.1 - IIF - S6.A,375,97,17,3,1
4,2023.1 - IIF - S6.A,378,87,18,3,1
4,2023.1 - IIF - S6.B,52,110,17,3,1
4,2023.1 - IIF - S6.B,52,110,18,3,1
4,2025.1 - IMI - S2,325,92,17,2,1
4,2025.1 - IMI - S2,325,92,18,2,1
4,2025.1 - IMI - S2,323,46,17,4,1
4,2025.1 - IMI - S2,319,68,18,4,1
4,2025.1 - IMI - S2,324,65,19,4,1
4,2024.1 - IMI - S4,340,67,17,1,1
4,2024.1 - IMI - S4,340,67,18,1,1
4,2024.1 - IMI - S4,357,58,19,1,1
4,2024.1 - IMI - S4,398,29,17,2,1
4,2024.1 - IMI - S4,352,29,18,2,1
4,2024.1 - IMI - S4,73,60,19,2,1
4,2024.1 - IMI - S4,73,60,20,2,1
4,2024.1 - IMI - S4,399,33,17,4,1
4,2024.1 - IMI - S4,399,33,18,4,1
4,2024.1 - IMI - S4,355,50,19,4,1
4,2023.1 - IMI - S6,403,37,17,1,1
4,2023.1 - IMI - S6,403,37,18,1,1
4,2023.1 - IMI - S6,373,38,19,1,1
4,2023.1 - IMI - S6,191,20,20,1,1
4,2023.1 - IMI - S6,376,28,17,4,1
4,2023.1 - IMI - S6,376,28,18,4,1
2,2024.1 - SMI - S4,409,100,6,2,1
2,2024.1 - SMI - S4,409,100,7,2,1
2,2024.1 - SMI - S4,409,100,8,2,1
2,2024.1 - SMI - S4,54,98,5,3,1
2,2024.1 - SMI - S4,54,98,6,3,1
2,2024.1 - SMI - S4,405,51,7,3,1
2,2024.1 - SMI - S4,158,105,5,5,1
2,2024.1 - SMI - S4,158,105,6,5,1
2,2024.1 - SMI - S4,405,51,7,5,1
2,2024.1 - SMI - S4,405,51,8,5,1
2,2024.2 - CMI - S3,404,90,5,1,1
2,2024.2 - CMI - S3,404,90,6,1,1
2,2024.2 - CMI - S3,192,29,7,1,1
2,2024.2 - CMI - S3,192,29,8,1,1
2,2024.2 - CMI - S3,187,41,5,2,1
2,2024.2 - CMI - S3,187,41,6,2,1
2,2024.2 - CMI - S3,192,29,7,2,1
2,2024.2 - CMI - S3,192,29,8,2,1
2,2024.2 - CMI - S3,443,100,5,3,1
2,2024.2 - CMI - S3,443,100,6,3,1
2,2024.2 - CMI - S3,402,85,7,3,1
2,2024.2 - CMI - S3,402,85,8,3,1
2,2024.2 - CMI - S3,187,41,5,4,1
2,2024.2 - CMI - S3,187,41,6,4,1
2,2024.2 - CMI - S3,448,100,7,4,1
2,2024.2 - CMI - S3,448,100,8,4,1
2,2024.1 - CMI - S4,449,29,5,1,1
2,2024.1 - CMI - S4,449,29,6,1,1
2,2024.1 - CMI - S4,401,37,7,1,1
2,2024.1 - CMI - S4,401,37,8,1,1
2,2024.1 - CMI - S4,450,20,5,2,1
2,2024.1 - CMI - S4,450,20,6,2,1
2,2024.1 - CMI - S4,401,37,7,2,1
2,2024.1 - CMI - S4,401,37,8,2,1
2,2024.1 - CMI - S4,449,29,5,3,1
2,2024.1 - CMI - S4,449,29,6,3,1
2,2024.1 - CMI - S4,153,58,7,3,1
2,2024.1 - CMI - S4,153,58,8,3,1
2,2024.1 - CMI - S4,451,98,5,4,1
2,2024.1 - CMI - S4,451,98,6,4,1
2,2024.1 - CMI - S4,442,33,7,4,1
2,2024.1 - CMI - S4,442,33,8,4,1
2,2024.2 - CET - S3,368,61,5,1,1
2,2024.2 - CET - S3,368,61,6,1,1
2,2024.2 - CET - S3,417,66,7,1,1
2,2024.2 - CET - S3,417,66,8,1,1
2,2024.2 - CET - S3,417,66,5,2,1
2,2024.2 - CET - S3,417,66,6,2,1
2,2024.2 - CET - S3,368,61,7,2,1
2,2024.2 - CET - S3,402,85,5,3,1
2,2024.2 - CET - S3,402,85,6,3,1
2,2024.2 - CET - S3,452,39,7,3,1
2,2024.2 - CET - S3,452,39,8,3,1
2,2024.2 - CET - S3,402,85,5,4,1
2,2024.2 - CET - S3,402,85,6,4,1
2,2024.2 - CET - S3,453,85,7,4,1
2,2024.2 - CET - S3,453,85,8,4,1
2,2024.1 - CET - S4,421,48,5,1,1
2,2024.1 - CET - S4,421,48,6,1,1
2,2024.1 - CET - S4,422,77,7,1,1
2,2024.1 - CET - S4,422,77,8,1,1
2,2024.1 - CET - S4,383,32,5,2,1
2,2024.1 - CET - S4,383,32,6,2,1
2,2024.1 - CET - S4,172,62,7,2,1
2,2024.1 - CET - S4,172,62,8,2,1
2,2024.1 - CET - S4,420,61,5,3,1
2,2024.1 - CET - S4,420,61,6,3,1
2,2024.1 - CET - S4,422,77,7,3,1
2,2024.1 - CET - S4,383,32,8,3,1
2,2024.1 - CET - S4,420,61,5,4,1
2,2024.1 - CET - S4,420,61,6,4,1
2,2024.1 - CET - S4,382,39,7,4,1
2,2024.1 - CET - S4,382,39,8,4,1
2,2025.1 - LFS - S2,261,55,5,1,1
2,2025.1 - LFS - S2,261,55,6,1,1
2,2025.1 - LFS - S2,263,82,7,1,1
2,2025.1 - LFS - S2,263,82,8,1,1
2,2025.1 - LFS - S2,261,55,5,2,1
2,2025.1 - LFS - S2,261,55,6,2,1
2,2025.1 - LFS - S2,266,76,7,2,1
2,2025.1 - LFS - S2,266,76,8,2,1
2,2025.1 - LFS - S2,266,76,5,3,1
2,2025.1 - LFS - S2,266,76,6,3,1
2,2025.1 - LFS - S2,262,101,7,3,1
2,2025.1 - LFS - S2,262,101,8,3,1
2,2025.1 - LFS - S2,262,101,5,4,1
2,2025.1 - LFS - S2,262,101,6,4,1
2,2025.1 - LFS - S2,265,107,7,4,1
2,2025.1 - LFS - S2,265,107,8,4,1
2,2025.1 - LFS - S2,264,88,5,5,1
2,2025.1 - LFS - S2,264,88,6,5,1
2,2025.1 - LFS - S2,265,107,7,5,1
2,2025.1 - LFS - S2,265,107,8,5,1
3,2025.1 - SAD - S1,423,65,9,1,1
3,2025.1 - SAD - S1,423,65,10,1,1
3,2025.1 - SAD - S1,427,91,11,1,1
3,2025.1 - SAD - S1,427,91,12,1,1
3,2025.1 - SAD - S1,4,19,9,2,1
3,2025.1 - SAD - S1,4,19,10,2,1
3,2025.1 - SAD - S1,425,52,11,2,1
3,2025.1 - SAD - S1,425,52,12,2,1
3,2025.1 - SAD - S1,455,86,9,3,1
3,2025.1 - SAD - S1,455,86,10,3,1
3,2025.1 - SAD - S1,425,52,11,3,1
3,2025.1 - SAD - S1,425,52,12,3,1
3,2025.1 - SAD - S1,454,93,9,4,1
3,2025.1 - SAD - S1,454,93,10,4,1
3,2025.1 - SAD - S1,426,52,11,4,1
3,2025.1 - SAD - S1,426,52,12,4,1
3,2025.1 - SAD - S1,455,86,9,5,1
3,2025.1 - SAD - S1,455,86,10,5,1
3,2025.1 - SAD - S1,428,86,11,5,1
3,2025.1 - SAD - S1,428,86,12,5,1
3,2024.2 - SAD - S2,432,91,9,1,1
3,2024.2 - SAD - S2,432,91,10,1,1
3,2024.2 - SAD - S2,429,42,11,1,1
3,2024.2 - SAD - S2,429,42,12,1,1
3,2024.2 - SAD - S2,434,42,9,2,1
3,2024.2 - SAD - S2,434,42,10,2,1
3,2024.2 - SAD - S2,433,42,11,2,1
3,2024.2 - SAD - S2,433,42,12,2,1
3,2024.2 - SAD - S2,435,42,9,3,1
3,2024.2 - SAD - S2,435,42,10,3,1
3,2024.2 - SAD - S2,431,86,11,3,1
3,2024.2 - SAD - S2,431,86,12,3,1
3,2024.2 - SAD - S2,430,52,9,4,1
3,2024.2 - SAD - S2,430,52,10,4,1
3,2024.2 - SAD - S2,234,46,11,4,1
3,2024.2 - SAD - S2,234,46,12,4,1
3,2024.2 - SAD - S2,436,106,9,5,1
3,2024.2 - SAD - S2,436,106,10,5,1
3,2024.2 - SAD - S2,430,52,11,5,1
3,2024.2 - SAD - S2,430,52,12,5,1
3,2024.2 - EJA - S2,446,37,9,1,1
3,2024.2 - EJA - S2,446,37,10,1,1
3,2024.2 - EJA - S2,322,97,11,1,1
3,2024.2 - EJA - S2,456,92,12,1,1
3,2024.2 - EJA - S2,320,99,9,2,1
3,2024.2 - EJA - S2,320,99,10,2,1
3,2024.2 - EJA - S2,467,38,11,2,1
3,2024.2 - EJA - S2,457,104,12,2,1
3,2024.2 - EJA - S2,458,103,9,3,1
3,2024.2 - EJA - S2,458,103,10,3,1
3,2024.2 - EJA - S2,386,39,11,3,1
3,2024.2 - EJA - S2,386,39,12,3,1
3,2024.2 - EJA - S2,345,51,9,4,1
3,2024.2 - EJA - S2,345,51,10,4,1
3,2024.2 - EJA - S2,319,68,11,4,1
3,2024.2 - EJA - S2,461,22,12,4,1
3,2024.2 - EJA - S2,460,96,9,5,1
3,2024.2 - EJA - S2,460,96,10,5,1
3,2024.2 - EJA - S2,345,51,11,5,1
3,2024.2 - EJA - S2,345,51,12,5,1
3,2023.2 - EJA - S4,349,99,9,1,1
3,2023.2 - EJA - S4,349,99,10,1,1
3,2023.2 - EJA - S4,326,58,11,1,1
3,2023.2 - EJA - S4,462,97,12,1,1
3,2023.2 - EJA - S4,463,92,9,2,1
3,2023.2 - EJA - S4,464,104,10,2,1
3,2023.2 - EJA - S4,465,99,11,2,1
3,2023.2 - EJA - S4,465,99,12,2,1
3,2023.2 - EJA - S4,459,68,9,3,1
3,2023.2 - EJA - S4,350,38,10,3,1
3,2023.2 - EJA - S4,63,94,11,3,1
3,2023.2 - EJA - S4,63,94,12,3,1
3,2023.2 - EJA - S4,63,94,9,4,1
3,2023.2 - EJA - S4,63,94,10,4,1
3,2023.2 - EJA - S4,177,51,11,4,1
3,2023.2 - EJA - S4,177,51,12,4,1
3,2023.2 - EJA - S4,177,51,9,5,1
3,2023.2 - EJA - S4,177,51,10,5,1
3,2023.2 - EJA - S4,466,96,11,5,1
3,2023.2 - EJA - S4,466,96,12,5,1
3,2025.2 - LFS - S1,8,95,9,1,1
3,2025.2 - LFS - S1,8,95,10,1,1
3,2025.2 - LFS - S1,256,99,11,1,1
3,2025.2 - LFS - S1,256,99,12,1,1
3,2025.2 - LFS - S1,258,95,9,2,1
3,2025.2 - LFS - S1,258,95,10,2,1
3,2025.2 - LFS - S1,257,26,11,2,1
3,2025.2 - LFS - S1,257,26,12,2,1
3,2025.2 - LFS - S1,257,26,9,3,1
3,2025.2 - LFS - S1,257,26,10,3,1
3,2025.2 - LFS - S1,259,72,11,3,1
3,2025.2 - LFS - S1,259,72,12,3,1
3,2025.2 - LFS - S1,171,68,9,4,1
3,2025.2 - LFS - S1,171,68,10,4,1
3,2025.2 - LFS - S1,260,107,11,4,1
3,2025.2 - LFS - S1,260,107,12,4,1
3,2025.2 - LFS - S1,259,72,9,5,1
3,2025.2 - LFS - S1,259,72,10,5,1
3,2025.2 - LFS - S1,260,107,11,5,1
3,2025.2 - LFS - S1,260,107,12,5,1
3,2024.2 - LFS - S3,270,102,9,1,1
3,2024.2 - LFS - S3,270,102,10,1,1
3,2024.2 - LFS - S3,269,104,11,1,1
3,2024.2 - LFS - S3,269,104,12,1,1
3,2024.2 - LFS - S3,268,82,9,2,1
3,2024.2 - LFS - S3,268,82,10,2,1
3,2024.2 - LFS - S3,4,19,11,2,1
3,2024.2 - LFS - S3,4,19,12,2,1
3,2024.2 - LFS - S3,268,82,9,3,1
3,2024.2 - LFS - S3,268,82,10,3,1
3,2024.2 - LFS - S3,270,102,11,3,1
3,2024.2 - LFS - S3,270,102,12,3,1
3,2024.2 - LFS - S3,271,36,9,4,1
3,2024.2 - LFS - S3,271,36,10,4,1
3,2024.2 - LFS - S3,267,75,11,4,1
3,2024.2 - LFS - S3,267,75,12,4,1
3,2024.2 - LFS - S3,267,75,9,5,1
3,2024.2 - LFS - S3,267,75,10,5,1
3,2024.2 - LFS - S3,271,36,11,5,1
3,2024.2 - LFS - S3,271,36,12,5,1
3,2025.2 - BSI - S1,4,19,9,1,1
3,2025.2 - BSI - S1,4,19,10,1,1
3,2025.2 - BSI - S1,2,26,11,1,1
3,2025.2 - BSI - S1,2,26,12,1,1
3,2025.2 - BSI - S1,6,110,9,2,1
3,2025.2 - BSI - S1,6,110,10,2,1
